year_,category_,section_,date_,time_,hometeam_,score_,awayteam_,stadium_,visitors_,broadcast_
2018,J3 ,第25節第1日,09/29(土),13:00,YS横浜,None,富山,BMWス,None,DAZN
2018,J3 ,第25節第1日,09/29(土),18:00,北九州,None,藤枝,ミクスタ,None,DAZN
2018,J3 ,第25節第1日,09/29(土),19:00,鹿児島,None,秋田,白波スタ,None,DAZN
2018,J3 ,第25節第1日,09/29(土),19:00,C大23,None,長野,ヤンマー,None,DAZN
2018,J1 ,第28節第2日,09/30(日),14:00,浦和,None,柏,埼玉,None,DAZN/テレ玉
2018,J1 ,第28節第2日,09/30(日),15:00,磐田,None,湘南,ヤマハ,None,DAZN/静岡放送
2018,J1 ,第28節第2日,09/30(日),16:00,C大阪,None,名古屋,ヤンマー,None,DAZN
2018,J2 ,第35節第2日,09/30(日),14:00,山形,None,松本,NDスタ,None,DAZN
2018,J2 ,第35節第2日,09/30(日),14:00,栃木,None,東京V,栃木グ,None,DAZN
2018,J2 ,第35節第2日,09/30(日),14:00,横浜FC,None,山口,ニッパツ,None,DAZN
2018,J2 ,第35節第2日,09/30(日),14:00,金沢,None,岐阜,石川西部,None,DAZN
2018,J2 ,第35節第2日,09/30(日),14:00,讃岐,None,町田,ピカスタ,None,DAZN
2018,J2 ,第35節第2日,09/30(日),16:00,徳島,None,甲府,鳴門大塚,None,DAZN
2018,J2 ,第35節第2日,09/30(日),16:00,熊本,None,京都,えがおS,None,DAZN
2018,J3 ,第25節第2日,09/30(日),13:00,盛岡,None,福島,いわスタ,None,DAZN
2018,J3 ,第25節第2日,09/30(日),13:00,相模原,None,群馬,ギオンス,None,DAZN
2018,J3 ,第25節第2日,09/30(日),13:00,沼津,None,琉球,愛鷹,None,DAZN
2018,J3 ,第25節第2日,09/30(日),13:00,F東23,None,G大23,味フィ西,None,DAZN
2018,J1 ,第29節第1日,10/05(金),19:30,横浜FM,None,札幌,日産ス,None,DAZN
2018,J1 ,第29節第2日,10/06(土),14:00,C大阪,None,G大阪,ヤンマー,None,DAZN/NHK大阪
2018,J1 ,第29節第2日,10/06(土),14:00,広島,None,柏,Eスタ,None,DAZN/NHK広島
2018,J1 ,第29節第2日,10/06(土),19:00,神戸,None,長崎,ノエスタ,None,DAZN/NHK BS1
2018,J1 ,第29節第2日,10/06(土),19:00,鳥栖,None,湘南,ベアスタ,None,DAZN
2018,J2 ,第36節第1日,10/06(土),14:00,松本,None,愛媛,松本,None,DAZN
2018,J2 ,第36節第1日,10/06(土),14:00,新潟,None,讃岐,デンカS,None,DAZN/NHK新潟
2018,J2 ,第36節第1日,10/06(土),14:00,福岡,None,岡山,レベスタ,None,DAZN/九州朝日放送
2018,J2 ,第36節第1日,10/06(土),15:00,東京V,None,甲府,味スタ,None,DAZN
2018,J2 ,第36節第1日,10/06(土),16:00,大宮,None,水戸,NACK,None,DAZN
2018,J3 ,第26節第1日,10/06(土),18:00,琉球,None,北九州,タピスタ,None,DAZN
2018,J1 ,第29節第3日,10/07(日),13:00,鹿島,None,川崎F,カシマ,None,DAZN/NHK水戸
2018,J1 ,第29節第3日,10/07(日),13:05,仙台,None,浦和,ユアスタ,None,DAZN/NHK仙台
2018,J1 ,第29節第3日,10/07(日),15:00,清水,None,磐田,アイスタ,None,DAZN/静岡放送
2018,J1 ,第29節第3日,10/07(日),16:00,名古屋,None,FC東京,豊田ス,None,DAZN
2018,J2 ,第36節第2日,10/07(日),14:00,栃木,None,横浜FC,栃木グ,None,DAZN/とちぎテレビ(録)
2018,J2 ,第36節第2日,10/07(日),14:00,山口,None,岐阜,下関,None,DAZN
2018,J2 ,第36節第2日,10/07(日),14:00,徳島,None,金沢,鳴門大塚,None,DAZN
2018,J2 ,第36節第2日,10/07(日),14:00,大分,None,京都,大銀ド,None,DAZN
2018,J2 ,第36節第2日,10/07(日),15:00,熊本,None,千葉,えがおS,None,DAZN
2018,J2 ,第36節第2日,10/07(日),16:00,町田,None,山形,町田,None,DAZN
2018,J3 ,第26節第2日,10/07(日),13:00,秋田,None,群馬,A‐スタ,None,DAZN
2018,J3 ,第26節第2日,10/07(日),13:00,福島,None,F東23,とうスタ,None,DAZN
2018,J3 ,第26節第2日,10/07(日),13:00,長野,None,鹿児島,長野U,None,DAZN
2018,J3 ,第26節第2日,10/07(日),13:00,藤枝,None,盛岡,藤枝サ,None,DAZN
2018,J3 ,第26節第2日,10/07(日),14:00,富山,None,相模原,富山,None,DAZN
2018,J3 ,第26節第2日,10/07(日),14:00,G大23,None,鳥取,吹田S,None,DAZN
2018,J3 ,第26節第2日,10/07(日),14:00,C大23,None,YS横浜,ヤンマー,None,DAZN
2018,J2 ,第37節第1日,10/13(土),15:00,岐阜,None,岡山,長良川,None,DAZN
2018,J2 ,第37節第1日,10/13(土),15:00,愛媛,None,横浜FC,ニンスタ,None,DAZN/南海放送(録)
2018,J2 ,第37節第1日,10/13(土),15:30,山口,None,福岡,みらスタ,None,DAZN/山口朝日放送
2018,J2 ,第37節第1日,10/13(土),16:00,大宮,None,栃木,NACK,None,DAZN
2018,J2 ,第37節第1日,10/13(土),16:00,甲府,None,新潟,中銀スタ,None,DAZN ※2018JリーグYBCルヴァンカップにおいて出場クラブが準決勝に進出した場合、10月17日(水)19:00@中銀スタに変更となる可能性があります
2018,J2 ,第37節第1日,10/13(土),17:00,京都,None,徳島,西京極,None,DAZN
2018,J3 ,第27節第1日,10/13(土),13:00,藤枝,None,G大23,藤枝サ,None,DAZN
2018,J3 ,第27節第1日,10/13(土),17:00,相模原,None,北九州,ギオンス,None,DAZN
2018,J3 ,第27節第1日,10/13(土),18:00,琉球,None,福島,タピスタ,None,DAZN
2018,J2 ,第37節第2日,10/14(日),14:00,水戸,None,東京V,Ksスタ,None,DAZN
2018,J2 ,第37節第2日,10/14(日),14:00,金沢,None,松本,石川西部,None,DAZN
2018,J2 ,第37節第2日,10/14(日),14:00,讃岐,None,熊本,ピカスタ,None,DAZN
2018,J2 ,第37節第2日,10/14(日),15:00,千葉,None,山形,フクアリ,None,DAZN
2018,J2 ,第37節第2日,10/14(日),15:00,町田,None,大分,町田,None,DAZN
2018,J3 ,第27節第2日,10/14(日),13:00,盛岡,None,富山,いわスタ,None,DAZN
2018,J3 ,第27節第2日,10/14(日),13:00,長野,None,YS横浜,長野U,None,DAZN
2018,J3 ,第27節第2日,10/14(日),13:00,鳥取,None,鹿児島,とりスタ,None,DAZN
2018,J3 ,第27節第2日,10/14(日),14:00,F東23,None,秋田,夢の島,None,DAZN
2018,J3 ,第27節第2日,10/14(日),19:30,群馬,None,沼津,正田スタ,None,DAZN
2018,J1 ,第30節第1日,10/19(金),19:30,柏,None,名古屋,三協F柏,None,DAZN
2018,J2 ,第38節第1日,10/19(金),19:00,金沢,None,愛媛,石川西部,None,DAZN
2018,J1 ,第30節第2日,10/20(土),14:00,仙台,None,鳥栖,ユアスタ,None,DAZN
2018,J1 ,第30節第2日,10/20(土),14:00,清水,None,広島,アイスタ,None,DAZN
2018,J1 ,第30節第2日,10/20(土),15:00,G大阪,None,横浜FM,吹田S,None,DAZN
2018,J1 ,第30節第2日,10/20(土),16:00,浦和,None,鹿島,埼玉,None,DAZN/テレ玉
2018,J1 ,第30節第2日,10/20(土),16:00,湘南,None,札幌,BMWス,None,DAZN
2018,J1 ,第30節第2日,10/20(土),19:00,FC東京,None,C大阪,味スタ,None,DAZN
2018,J1 ,第30節第2日,10/20(土),19:00,川崎F,None,神戸,等々力,None,DAZN
2018,J2 ,第38節第2日,10/20(土),15:00,京都,None,新潟,西京極,None,DAZN/KBS京都(録)
2018,J3 ,第28節第1日,10/20(土),13:00,YS横浜,None,藤枝,ニッパツ,None,DAZN
2018,J3 ,第28節第1日,10/20(土),18:00,鳥取,None,琉球,とりスタ,None,DAZN
2018,J3 ,第28節第1日,10/20(土),19:00,鹿児島,None,盛岡,白波スタ,None,DAZN/鹿児島読売テレビ(録)
2018,J1 ,第30節第3日,10/21(日),16:00,長崎,None,磐田,トラスタ,None,DAZN
2018,J2 ,第38節第3日,10/21(日),13:00,山形,None,福岡,NDスタ,None,DAZN/NHK山形
2018,J2 ,第38節第3日,10/21(日),14:00,水戸,None,熊本,Ksスタ,None,DAZN
2018,J2 ,第38節第3日,10/21(日),14:00,栃木,None,甲府,栃木グ,None,DAZN
2018,J2 ,第38節第3日,10/21(日),14:00,東京V,None,徳島,味スタ,None,DAZN
2018,J2 ,第38節第3日,10/21(日),14:00,横浜FC,None,大宮,ニッパツ,None,DAZN
2018,J2 ,第38節第3日,10/21(日),14:00,松本,None,岐阜,松本,None,DAZN
2018,J2 ,第38節第3日,10/21(日),14:00,讃岐,None,山口,ピカスタ,None,DAZN
2018,J2 ,第38節第3日,10/21(日),15:00,千葉,None,大分,フクアリ,None,DAZN
2018,J2 ,第38節第3日,10/21(日),16:00,岡山,None,町田,Cスタ,None,DAZN
2018,J3 ,第28節第2日,10/21(日),13:00,相模原,None,C大23,ギオンス,None,DAZN
2018,J3 ,第28節第2日,10/21(日),13:00,沼津,None,G大23,愛鷹,None,DAZN
2018,J3 ,第28節第2日,10/21(日),14:00,群馬,None,福島,正田スタ,None,DAZN/群馬テレビ(録)
2018,J3 ,第28節第2日,10/21(日),14:00,富山,None,長野,富山,None,DAZN
2018,J3 ,第28節第2日,10/21(日),14:00,北九州,None,F東23,ミクスタ,None,DAZN
2018,J2 ,第39節第1日,10/28(日),14:00,山形,None,水戸,NDスタ,None,DAZN
2018,J2 ,第39節第1日,10/28(日),14:00,新潟,None,町田,デンカS,None,DAZN
2018,J2 ,第39節第1日,10/28(日),14:00,岐阜,None,千葉,長良川,None,DAZN
2018,J2 ,第39節第1日,10/28(日),14:00,徳島,None,横浜FC,鳴門大塚,None,DAZN
2018,J2 ,第39節第1日,10/28(日),14:00,福岡,None,金沢,レベスタ,None,DAZN/RKB毎日放送
2018,J2 ,第39節第1日,10/28(日),14:00,大分,None,松本,大銀ド,None,DAZN
2018,J2 ,第39節第1日,10/28(日),15:00,山口,None,栃木,みらスタ,None,DAZN
2018,J2 ,第39節第1日,10/28(日),15:00,熊本,None,岡山,えがおS,None,DAZN
2018,J2 ,第39節第1日,10/28(日),16:00,大宮,None,京都,NACK,None,DAZN
2018,J2 ,第39節第1日,10/28(日),16:00,甲府,None,讃岐,中銀スタ,None,DAZN ※2018JリーグYBCルヴァンカップにおいて出場クラブが決勝に進出した場合、10月31日(水)19:00@中銀スタに変更となる可能性があります
2018,J2 ,第39節第1日,10/28(日),17:00,愛媛,None,東京V,ニンスタ,None,DAZN/南海放送(録)
2018,J3 ,第29節第1日,10/28(日),13:00,福島,None,鳥取,とうスタ,None,DAZN
2018,J3 ,第29節第1日,10/28(日),13:00,YS横浜,None,秋田,ニッパツ,None,DAZN
2018,J3 ,第29節第1日,10/28(日),13:00,長野,None,琉球,長野U,None,DAZN
2018,J3 ,第29節第1日,10/28(日),13:00,鹿児島,None,富山,白波スタ,None,DAZN
2018,J3 ,第29節第1日,10/28(日),14:00,北九州,None,盛岡,ミクスタ,None,DAZN
2018,J3 ,第29節第1日,10/28(日),14:00,G大23,None,相模原,吹田S,None,DAZN
2018,J3 ,第29節第1日,10/28(日),14:00,C大23,None,沼津,金鳥スタ,None,DAZN
2018,J3 ,第29節第1日,10/28(日),15:00,F東23,None,藤枝,味フィ西,None,DAZN
2018,J1 ,第31節第1日,11/02(金),19:00,湘南,None,清水,BMWス,None,DAZN
2018,J1 ,第31節第2日,11/03(土・祝),14:00,鹿島,None,C大阪,カシマ,None,DAZN ※AFCチャンピオンズリーグ2018において出場クラブが準決勝に進出した場合、10月31日(水)19:00@カシマに変更となる可能性があります
2018,J1 ,第31節第2日,11/03(土・祝),14:00,川崎F,None,柏,等々力,None,DAZN
2018,J1 ,第31節第2日,11/03(土・祝),14:00,横浜FM,None,FC東京,日産ス,None,DAZN
2018,J1 ,第31節第2日,11/03(土・祝),14:00,磐田,None,広島,ヤマハ,None,DAZN
2018,J1 ,第31節第2日,11/03(土・祝),14:00,名古屋,None,神戸,豊田ス,None,DAZN/NHK名古屋
2018,J1 ,第31節第2日,11/03(土・祝),16:00,浦和,None,G大阪,埼玉,None,DAZN/テレ玉
2018,J2 ,第40節第1日,11/03(土・祝),14:00,新潟,None,熊本,デンカS,None,DAZN
2018,J3 ,第30節第1日,11/03(土・祝),13:00,盛岡,None,F東23,いわスタ,None,DAZN
2018,J3 ,第30節第1日,11/03(土・祝),13:00,藤枝,None,福島,藤枝サ,None,DAZN
2018,J3 ,第30節第1日,11/03(土・祝),18:00,琉球,None,群馬,タピスタ,None,DAZN
2018,J1 ,第31節第3日,11/04(日),14:00,札幌,None,仙台,●未定●,None,DAZN ※札幌ドーム or 札幌厚別公園競技場で開催予定
2018,J1 ,第31節第3日,11/04(日),16:00,鳥栖,None,長崎,ベアスタ,None,DAZN
2018,J2 ,第40節第2日,11/04(日),13:00,水戸,None,甲府,Ksスタ,None,DAZN/NHK水戸
2018,J2 ,第40節第2日,11/04(日),13:00,金沢,None,大宮,石川西部,None,DAZN/NHK金沢
2018,J2 ,第40節第2日,11/04(日),14:00,千葉,None,徳島,フクアリ,None,DAZN
2018,J2 ,第40節第2日,11/04(日),14:00,町田,None,福岡,町田,None,DAZN
2018,J2 ,第40節第2日,11/04(日),14:00,横浜FC,None,大分,ニッパツ,None,DAZN
2018,J2 ,第40節第2日,11/04(日),14:00,松本,None,東京V,松本,None,DAZN/NHK長野
2018,J2 ,第40節第2日,11/04(日),14:00,岐阜,None,山形,長良川,None,DAZN
2018,J2 ,第40節第2日,11/04(日),14:00,讃岐,None,栃木,ピカスタ,None,DAZN
2018,J2 ,第40節第2日,11/04(日),15:00,京都,None,愛媛,西京極,None,DAZN
2018,J2 ,第40節第2日,11/04(日),19:00,岡山,None,山口,Cスタ,None,DAZN
2018,J3 ,第30節第2日,11/04(日),13:00,秋田,None,C大23,秋田陸,None,DAZN
2018,J3 ,第30節第2日,11/04(日),13:00,相模原,None,YS横浜,ギオンス,None,DAZN
2018,J3 ,第30節第2日,11/04(日),13:00,沼津,None,長野,愛鷹,None,DAZN
2018,J3 ,第30節第2日,11/04(日),13:00,鳥取,None,北九州,チュスタ,None,DAZN
2018,J3 ,第30節第2日,11/04(日),14:00,G大23,None,富山,吹田S,None,DAZN
2018,J1 ,第32節第1日,11/10(土),14:00,札幌,None,浦和,札幌厚別,None,DAZN
2018,J1 ,第32節第1日,11/10(土),14:00,柏,None,鹿島,三協F柏,None,DAZN ※AFCチャンピオンズリーグ2018において出場クラブが決勝に進出した場合、11月6日(火)19:00@三協F柏に変更となる可能性があります
2018,J1 ,第32節第1日,11/10(土),14:00,FC東京,None,磐田,味スタ,None,DAZN
2018,J1 ,第32節第1日,11/10(土),14:00,清水,None,名古屋,アイスタ,None,DAZN/NHK静岡
2018,J1 ,第32節第1日,11/10(土),14:00,C大阪,None,川崎F,ヤンマー,None,DAZN
2018,J1 ,第32節第1日,11/10(土),14:00,神戸,None,鳥栖,ノエスタ,None,DAZN/サンテレビ(録)
2018,J1 ,第32節第1日,11/10(土),14:00,広島,None,仙台,Eスタ,None,DAZN
2018,J1 ,第32節第1日,11/10(土),14:00,長崎,None,横浜FM,トラスタ,None,DAZN/長崎国際テレビ
2018,J1 ,第32節第1日,11/10(土),15:00,G大阪,None,湘南,吹田S,None,DAZN
2018,J2 ,第41節第1日,11/10(土),14:00,横浜FC,None,岡山,ニッパツ,None,DAZN
2018,J2 ,第41節第1日,11/10(土),14:00,大分,None,金沢,大銀ド,None,DAZN/NHK大分
2018,J2 ,第41節第1日,11/10(土),15:00,京都,None,千葉,西京極,None,DAZN/KBS京都(録)
2018,J2 ,第41節第1日,11/10(土),16:00,大宮,None,山形,NACK,None,DAZN
2018,J3 ,第31節第1日,11/10(土),13:00,鹿児島,None,F東23,白波スタ,None,DAZN
2018,J2 ,第41節第2日,11/11(日),13:00,東京V,None,讃岐,味スタ,None,DAZN
2018,J2 ,第41節第2日,11/11(日),13:00,山口,None,甲府,みらスタ,None,DAZN/NHK山口/NHK甲府
2018,J2 ,第41節第2日,11/11(日),13:05,福岡,None,熊本,レベスタ,None,DAZN/NHK福岡/NHK熊本
2018,J2 ,第41節第2日,11/11(日),14:00,水戸,None,岐阜,Ksスタ,None,DAZN
2018,J2 ,第41節第2日,11/11(日),14:00,栃木,None,松本,栃木グ,None,DAZN/とちぎテレビ(録)
2018,J2 ,第41節第2日,11/11(日),14:00,徳島,None,新潟,鳴門大塚,None,DAZN/NHK徳島
2018,J2 ,第41節第2日,11/11(日),15:00,愛媛,None,町田,ニンスタ,None,DAZN/NHK松山/南海放送(録)
2018,J3 ,第31節第2日,11/11(日),13:00,相模原,None,藤枝,ギオンス,None,DAZN
2018,J3 ,第31節第2日,11/11(日),13:00,長野,None,G大23,長野U,None,DAZN
2018,J3 ,第31節第2日,11/11(日),14:00,YS横浜,None,盛岡,三ツ沢陸,None,DAZN
2018,J3 ,第31節第2日,11/11(日),14:00,富山,None,沼津,富山,None,DAZN
2018,J3 ,第31節第2日,11/11(日),14:00,北九州,None,秋田,ミクスタ,None,DAZN
2018,J3 ,第31節第2日,11/11(日),14:00,C大23,None,琉球,ヤンマー,None,DAZN
2018,J3 ,第31節第2日,11/11(日),19:30,群馬,None,鳥取,正田スタ,None,DAZN
2018,J2 ,第42節第1日,11/17(土),14:00,山形,None,大分,NDスタ,None,DAZN
2018,J2 ,第42節第1日,11/17(土),14:00,千葉,None,栃木,フクアリ,None,DAZN
2018,J2 ,第42節第1日,11/17(土),14:00,町田,None,東京V,町田,None,DAZN
2018,J2 ,第42節第1日,11/17(土),14:00,甲府,None,横浜FC,中銀スタ,None,DAZN
2018,J2 ,第42節第1日,11/17(土),14:00,松本,None,徳島,松本,None,DAZN
2018,J2 ,第42節第1日,11/17(土),14:00,新潟,None,山口,デンカS,None,DAZN
2018,J2 ,第42節第1日,11/17(土),14:00,金沢,None,水戸,石川西部,None,DAZN
2018,J2 ,第42節第1日,11/17(土),14:00,岐阜,None,福岡,長良川,None,DAZN
2018,J2 ,第42節第1日,11/17(土),14:00,岡山,None,大宮,Cスタ,None,DAZN/NHK岡山
2018,J2 ,第42節第1日,11/17(土),14:00,讃岐,None,京都,ピカスタ,None,DAZN
2018,J2 ,第42節第1日,11/17(土),14:00,熊本,None,愛媛,えがおS,None,DAZN/NHK熊本
2018,J3 ,第32節第1日,11/17(土),13:00,藤枝,None,鹿児島,藤枝サ,None,DAZN
2018,J3 ,第32節第2日,11/18(日),13:00,盛岡,None,C大23,いわスタ,None,DAZN
2018,J3 ,第32節第2日,11/18(日),13:00,秋田,None,富山,A‐スタ,None,DAZN
2018,J3 ,第32節第2日,11/18(日),13:00,沼津,None,相模原,愛鷹,None,DAZN
2018,J3 ,第32節第2日,11/18(日),13:00,鳥取,None,長野,とりスタ,None,DAZN
2018,J3 ,第32節第2日,11/18(日),13:05,福島,None,G大23,とうスタ,None,DAZN/NHK福島
2018,J3 ,第32節第2日,11/18(日),14:00,F東23,None,YS横浜,夢の島,None,DAZN
2018,J3 ,第32節第2日,11/18(日),19:00,群馬,None,北九州,正田スタ,None,DAZN/群馬テレビ
2018,J3 ,第33節第1日,11/23(金・祝),14:00,F東23,None,長野,味フィ西,None,DAZN
2018,J3 ,第33節第1日,11/23(金・祝),15:00,琉球,None,相模原,タピスタ,None,DAZN
2018,J1 ,第33節第1日,11/24(土),14:00,仙台,None,鹿島,ユアスタ,None,DAZN/NHK仙台
2018,J1 ,第33節第1日,11/24(土),14:00,FC東京,None,川崎F,味スタ,None,DAZN
2018,J1 ,第33節第1日,11/24(土),14:00,湘南,None,浦和,BMWス,None,DAZN
2018,J1 ,第33節第1日,11/24(土),14:00,清水,None,神戸,アイスタ,None,DAZN/テレビ静岡
2018,J1 ,第33節第1日,11/24(土),14:00,磐田,None,札幌,ヤマハ,None,DAZN
2018,J1 ,第33節第1日,11/24(土),14:00,G大阪,None,長崎,吹田S,None,DAZN
2018,J1 ,第33節第1日,11/24(土),14:00,C大阪,None,柏,ヤンマー,None,DAZN
2018,J1 ,第33節第1日,11/24(土),14:00,広島,None,名古屋,Eスタ,None,DAZN/NHK広島/NHK名古屋
2018,J1 ,第33節第1日,11/24(土),14:00,鳥栖,None,横浜FM,ベアスタ,None,DAZN/NHK佐賀
2018,J3 ,第33節第2日,11/24(土),13:00,YS横浜,None,鳥取,ニッパツ,None,DAZN
2018,J3 ,第33節第2日,11/24(土),13:00,藤枝,None,群馬,藤枝サ,None,DAZN
2018,J3 ,第33節第3日,11/25(日),13:00,福島,None,秋田,とうスタ,None,DAZN
2018,J3 ,第33節第3日,11/25(日),13:00,鹿児島,None,沼津,白波スタ,None,DAZN/NHK鹿児島
2018,J3 ,第33節第3日,11/25(日),14:00,G大23,None,北九州,吹田S,None,DAZN
2018,J3 ,第33節第3日,11/25(日),14:00,C大23,None,富山,ヤンマー,None,DAZN
2018,J1 ,第34節第1日,12/01(土),14:00,札幌,None,広島,札幌ド,None,DAZN
2018,J1 ,第34節第1日,12/01(土),14:00,鹿島,None,鳥栖,カシマ,None,DAZN
2018,J1 ,第34節第1日,12/01(土),14:00,浦和,None,FC東京,埼玉,None,DAZN/テレ玉
2018,J1 ,第34節第1日,12/01(土),14:00,柏,None,G大阪,三協F柏,None,DAZN
2018,J1 ,第34節第1日,12/01(土),14:00,川崎F,None,磐田,等々力,None,DAZN
2018,J1 ,第34節第1日,12/01(土),14:00,横浜FM,None,C大阪,日産ス,None,DAZN
2018,J1 ,第34節第1日,12/01(土),14:00,名古屋,None,湘南,パロ瑞穂,None,DAZN
2018,J1 ,第34節第1日,12/01(土),14:00,神戸,None,仙台,ノエスタ,None,DAZN/サンテレビ(録)
2018,J1 ,第34節第1日,12/01(土),14:00,長崎,None,清水,トラスタ,None,DAZN
2018,J3 ,第34節第1日,12/02(日),13:00,群馬,None,YS横浜,正田スタ,None,DAZN/群馬テレビ(録)
2018,J3 ,第34節第1日,12/02(日),13:00,相模原,None,鹿児島,ギオンス,None,DAZN
2018,J3 ,第34節第1日,12/02(日),13:00,長野,None,盛岡,長野U,None,DAZN
2018,J3 ,第34節第1日,12/02(日),13:00,富山,None,琉球,富山,None,DAZN
2018,J3 ,第34節第1日,12/02(日),13:00,沼津,None,秋田,愛鷹,None,DAZN
2018,J3 ,第34節第1日,12/02(日),13:00,鳥取,None,藤枝,とりスタ,None,DAZN
2018,J3 ,第34節第1日,12/02(日),13:00,北九州,None,福島,ミクスタ,None,DAZN
2018,J3 ,第34節第1日,12/02(日),13:00,G大23,None,C大23,吹田S,None,DAZN
